fips,size,year,state,county,cases,prcp,avtemp
1001,43872,2e3,Alabama,Autauga County,0,959.2705024719238,18.10082697868347
1003,141358,2e3,Alabama,Baldwin County,1,1019.4288143869173,19.67102224543943
1005,29035,2e3,Alabama,Barbour County,0,1005.5298515768612,18.07436923419728
1007,19936,2e3,Alabama,Bibb County,0,993.697525516633,17.417446280038487
1009,51181,2e3,Alabama,Blount County,0,1178.8186126059675,16.345661366239508
1011,11604,2e3,Alabama,Bullock County,0,1068.4640751591435,17.66637658484188
1013,21313,2e3,Alabama,Butler County,0,1019.1419146993886,18.65225075431492
1015,111342,2e3,Alabama,Calhoun County,0,1004.1204863757622,16.09575405353453
1017,36593,2e3,Alabama,Chambers County,0,1042.9925873145628,16.42727481113391
1019,24053,2e3,Alabama,Cherokee County,0,1146.2874416775173,15.551998551686605
1021,39781,2e3,Alabama,Chilton County,0,1000.8149075594815,17.388358844410288
1023,15850,2e3,Alabama,Choctaw County,0,961.9136521833657,18.349176713149912
1025,27833,2e3,Alabama,Clarke County,0,932.0647051642923,18.746761007869946
1027,14264,2e3,Alabama,Clay County,0,1131.406889512804,15.985289414723715
1029,14156,2e3,Alabama,Cleburne County,0,1074.1503405624562,15.302320201745195
1031,43540,2e3,Alabama,Coffee County,0,980.4404072664222,18.95800224615603
1033,55024,2e3,Alabama,Colbert County,0,1105.7552785349417,16.21952703496912
1035,14040,2e3,Alabama,Conecuh County,0,1063.018495686849,18.698115634918214
1037,11843,2e3,Alabama,Coosa County,0,1047.7597677541335,16.9362562534421
1039,37490,2e3,Alabama,Covington County,0,1022.1224361218905,18.860618616405286
1041,13696,2e3,Alabama,Crenshaw County,0,989.5134524390811,18.464243956974574
1043,77580,2e3,Alabama,Cullman County,0,1273.9190101967201,16.181072810748677
1045,49068,2e3,Alabama,Dale County,0,962.7314304896763,18.997370883396695
1047,46181,2e3,Alabama,Dallas County,0,957.130068766276,18.331038004557293
1049,64638,2e3,Alabama,DeKalb County,0,1214.191378252222,14.67753022745115
1051,66230,2e3,Alabama,Elmore County,1,992.035749719498,17.593159513270603
1053,38402,2e3,Alabama,Escambia County,0,1090.291016862199,19.008134236206878
1055,103313,2e3,Alabama,Etowah County,0,1108.3521209716796,16.115329241752626
1057,18456,2e3,Alabama,Fayette County,0,1104.1880045572916,16.471586079067656
1059,31208,2e3,Alabama,Franklin County,0,1162.861203400985,16.294038482334305
1061,25790,2e3,Alabama,Geneva County,0,1066.613882266774,18.870906403485467
1063,9946,2e3,Alabama,Greene County,0,1036.7769478934151,17.76964283897763
1065,18288,2e3,Alabama,Hale County,0,1033.473158023232,18.08624859860069
1067,16344,2e3,Alabama,Henry County,0,940.9891446741616,18.794930853494783
1069,88919,2e3,Alabama,Houston County,0,980.0964728860295,19.459013635971967
1071,54029,2e3,Alabama,Jackson County,0,1380.2669476764959,14.865046751208421
1073,662214,2e3,Alabama,Jefferson County,1,1122.9928449799743,17.13653315773493
1075,15905,2e3,Alabama,Lamar County,0,1044.51083984375,16.719597354688144
1077,87982,2e3,Alabama,Lauderdale County,0,1106.9537253639915,15.9259389964017
1079,34856,2e3,Alabama,Lawrence County,0,1155.5346584875606,16.43308695080211
1081,115511,2e3,Alabama,Lee County,0,1039.2651103626597,17.268195173957132
1083,65930,2e3,Alabama,Limestone County,0,1182.7243367513022,15.945319451226128
1085,13487,2e3,Alabama,Lowndes County,0,967.6132988683956,18.50157403454338
1087,24075,2e3,Alabama,Macon County,0,1000.6525018865412,17.56185928258029
1089,277868,2e3,Alabama,Madison County,0,1260.0958370782632,15.685259945624697
1091,22566,2e3,Alabama,Marengo County,0,958.1432445629223,18.256963137033825
1093,31149,2e3,Alabama,Marion County,0,1129.47706155216,16.122484814886953
1095,82333,2e3,Alabama,Marshall County,0,1254.9924226459705,16.034380189996018
1097,400061,2e3,Alabama,Mobile County,2,998.3773810977027,19.517945652916318
1099,24281,2e3,Alabama,Monroe County,0,958.6220001220703,18.653620229448592
1101,223413,2e3,Alabama,Montgomery County,0,939.4126718455348,18.291718302101923
1103,111194,2e3,Alabama,Morgan County,0,1183.6457921808417,16.27785716273568
1105,11808,2e3,Alabama,Perry County,0,1002.4889215207568,17.84020294862635
1107,20904,2e3,Alabama,Pickens County,0,1071.0528214977633,17.374046048810406
1109,29734,2e3,Alabama,Pike County,0,940.9209588857798,18.38423673923199
1111,22414,2e3,Alabama,Randolph County,0,1042.1598782009548,15.674316865426523
1113,49692,2e3,Alabama,Russell County,0,975.6905510870965,17.692953172620836
1115,65079,2e3,Alabama,St. Clair County,0,1093.2401078073601,16.41994649987472
1117,144523,2e3,Alabama,Shelby County,0,1043.3147451466527,17.342265392171925
1119,14748,2e3,Alabama,Sumter County,0,1007.1817076148056,17.89505867066422
1121,80338,2e3,Alabama,Talladega County,0,1020.0385210955584,16.640763494703506
1123,41743,2e3,Alabama,Tallapoosa County,0,1093.0554413377192,16.63367909715887
1125,165191,2e3,Alabama,Tuscaloosa County,1,1102.5057385896382,17.372330715781764
1127,70680,2e3,Alabama,Walker County,0,1172.215329029521,16.58719877336846
1129,18112,2e3,Alabama,Washington County,0,1015.3703944386999,18.90885557536206
1131,12980,2e3,Alabama,Wilcox County,0,929.5458957045826,18.440559088294187
